episode,tard,maint,total,timestamp,seed
20,1704.964198,9409.732102,11114.696300,2026-03-11 11:05:37,42
40,790.471732,4195.107234,4985.578966,2026-03-11 11:08:24,42
60,772.048828,1200.000000,1972.048828,2026-03-11 11:11:26,42
80,565.123842,1130.000000,1695.123842,2026-03-11 11:14:06,42
100,333.688483,1160.000000,1493.688483,2026-03-11 11:16:46,42
100,212.406911,2432.000000,2644.406911,2026-03-11 11:16:50,42
