primary_mode,compare_mode,compare_type,train_policy_tag,eval_policy_tag,scheduler_anchor,divergence_count,decision_union_count,divergence_rate,primary_tard,compare_tard,primary_maint,compare_maint,primary_total,compare_total,primary_overdue_ratio,compare_overdue_ratio,primary_dispatch_count,compare_dispatch_count,primary_makespan,compare_makespan
CONSTRAINED,UNRESTRICTED,maint_only_route_compare,region_on_hx0p3_hy0p1,region_off_unrestricted,DQN,82,290,0.2827586206896552,167.0856937720276,269.9236319594271,1598.301506789373,1410.0,1765.3872005614005,1679.923631959427,0.043010752688172046,0.06810035842293907,280,279,3812.400689247225,3823.683851184473
