primary_mode,compare_mode,compare_type,train_policy_tag,eval_policy_tag,scheduler_anchor,divergence_count,decision_union_count,divergence_rate,primary_tard,compare_tard,primary_maint,compare_maint,primary_total,compare_total,primary_overdue_ratio,compare_overdue_ratio,primary_dispatch_count,compare_dispatch_count,primary_makespan,compare_makespan
CONSTRAINED,UNRESTRICTED,full_system_route_compare,region_on_hx0p3_hy0p1,region_off_unrestricted,none,65,292,0.2226027397260274,786.6962834388889,212.40691106459886,5279.352387617604,2432.0,6066.048671056493,2644.4069110645987,0.06093189964157706,0.043010752688172046,283,280,3770.458054793587,3780.458054793587
