timestamp,policy_tag,policy_label,enforce_region_policy,hx,hy,seed,jobs_target,maint_mode,tard,maint,total,overdue_ratio_ops,overdue_ratio_time,overdue_ops,total_ops
20260309_153446,region_off_unrestricted,Policy: Unrestricted (no Hx/Hy enforcement),0,0.3,0.1,910042,80,DQN,196.91842795961733,420.05028141860157,616.9687093782189,0.0353356890459364,0.05143422832069851,10.0,283.0
