timestamp,policy_tag,policy_label,maint_mode_tag,enforce_region_policy,hx,hy,seed,jobs_target,maint_mode,tard,maint,total,overdue_ratio_ops,overdue_ratio_time,overdue_ops,total_ops
20260309_170728,region_on_hx0p3_hy0p1,"Policy: Region constrained (Hx=0.3, Hy=0.1) | Maintenance: POMCP",maint_pomcp,1,0.3,0.1,910042,80,POMCP,101.07844449402339,782.6923512298504,883.7707957238738,0.03914590747330961,0.05552046449709502,11.0,281.0
