timestamp,policy_tag,policy_label,maint_mode_tag,enforce_region_policy,hx,hy,seed,jobs_target,maint_mode,tard,maint,total,overdue_ratio_ops,overdue_ratio_time,overdue_ops,total_ops
20260309_170728,region_off_unrestricted,Policy: Unrestricted (no Hx/Hy enforcement) | Maintenance: POMCP,maint_pomcp,0,0.3,0.1,910042,80,POMCP,323.5837981466486,485.1843440217666,808.7681421684151,0.06020066889632107,0.06565484196248988,18.0,299.0
