timestamp,policy_tag,policy_label,enforce_region_policy,hx,hy,seed,jobs_target,maint_mode,tard,maint,total,overdue_ratio_ops,overdue_ratio_time,overdue_ops,total_ops
20260309_104612,region_off_unrestricted,Policy: Unrestricted (no Hx/Hy enforcement),0,0.3,0.1,910042,80,DQN,123.83057183988926,1116.5549399579213,1240.3855117978105,0.04642857142857143,0.06134809119970394,13.0,280.0
