timestamp,policy_tag,policy_label,enforce_region_policy,hx,hy,seed,jobs_target,maint_mode,tard,maint,total,overdue_ratio_ops,overdue_ratio_time,overdue_ops,total_ops
20260309_111214,region_on_hx0p3_hy0p1,"Policy: Region constrained (Hx=0.3, Hy=0.1)",1,0.3,0.1,910042,80,DQN,163.58807333941687,141.93582929924855,305.5239026386654,0.02888086642599278,0.044769153998370025,8.0,277.0
