timestamp,policy_tag,policy_label,enforce_region_policy,hx,hy,seed,jobs_target,maint_mode,tard,maint,total,overdue_ratio_ops,overdue_ratio_time,overdue_ops,total_ops
20260309_114610,region_on_hx0p3_hy0p1,"Policy: Region constrained (Hx=0.3, Hy=0.1)",1,0.3,0.1,910042,80,DQN,229.76734949127564,122.23407951048443,352.0014290017601,0.05714285714285714,0.06463668560055942,16.0,280.0
