timestamp,policy_tag,policy_label,enforce_region_policy,hx,hy,seed,jobs_target,maint_mode,tard,maint,total,overdue_ratio_ops,overdue_ratio_time,overdue_ops,total_ops
20260309_114610,region_off_unrestricted,Policy: Unrestricted (no Hx/Hy enforcement),0,0.3,0.1,910042,80,DQN,207.91732684954232,194.34717623177494,402.26450308131723,0.03690036900369004,0.06394328581088954,10.0,271.0
