timestamp,policy_tag,policy_label,enforce_region_policy,hx,hy,seed,jobs_target,maint_mode,tard,maint,total,overdue_ratio_ops,overdue_ratio_time,overdue_ops,total_ops
20260309_111214,region_off_unrestricted,Policy: Unrestricted (no Hx/Hy enforcement),0,0.3,0.1,910042,80,DQN,116.93768702632823,132.84243346976268,249.78012049609092,0.021352313167259787,0.031041474515862626,6.0,281.0
