timestamp,policy_tag,policy_label,enforce_region_policy,hx,hy,seed,jobs_target,maint_mode,tard,maint,total,overdue_ratio_ops,overdue_ratio_time,overdue_ops,total_ops
20260309_153446,region_on_hx0p3_hy0p1,"Policy: Region constrained (Hx=0.3, Hy=0.1)",1,0.3,0.1,910042,80,DQN,318.8517344191748,275.56976868330787,594.4215031024827,0.05226480836236934,0.06982221640473925,15.0,287.0
