primary_mode,compare_mode,compare_type,train_policy_tag,eval_policy_tag,scheduler_anchor,divergence_count,decision_union_count,divergence_rate,primary_tard,compare_tard,primary_maint,compare_maint,primary_total,compare_total,primary_overdue_ratio,compare_overdue_ratio,primary_dispatch_count,compare_dispatch_count,primary_makespan,compare_makespan
DQN,POMCP,full_system,region_off_unrestricted,region_off_unrestricted,none,126,285,0.4421052631578947,167.36133168341658,206.03372551264818,0.0,1928.02454810364,167.36133168341658,2134.0582736162883,0.035842293906810034,0.035842293906810034,279,279,3795.5009695362933,3784.8522480850206
