timestamp,seed,policy_tag,train_policy_tag,eval_policy_tag,policy_label,maint_mode_tag,maint_mode,compare_type,scheduler_anchor,enforce_region_policy,hx,hy,jobs_target,tard,maint,total,overdue_ratio_ops,overdue_ratio_time,overdue_ops,total_ops
20260310_102446,42,region_off_unrestricted,region_off_unrestricted,region_off_unrestricted,Policy: Unrestricted (no Hx/Hy enforcement) | Maintenance: POMCP,maint_pomcp,POMCP,full_system,none,0,0.3,0.1,80,206.03372551264818,1928.02454810364,2134.0582736162883,0.035842293906810034,0.054683860922520006,10.0,279.0
