primary_mode,compare_mode,compare_type,train_policy_tag,eval_policy_tag,scheduler_anchor,primary_scheduler_mode,compare_scheduler_mode,primary_sched_regime_feature_mode,compare_sched_regime_feature_mode,divergence_count,decision_union_count,divergence_rate,primary_im_invalid_filtered_count,compare_im_invalid_filtered_count,primary_dn_veto_count,compare_dn_veto_count,primary_tard,compare_tard,primary_maint,compare_maint,primary_total,compare_total,primary_overdue_ratio,compare_overdue_ratio,primary_dispatch_count,compare_dispatch_count,primary_current_stress_mean,compare_current_stress_mean,primary_current_stress_max,compare_current_stress_max,primary_makespan,compare_makespan
CONSTRAINED,UNRESTRICTED,full_system_route_compare,region_on_hx0p3_hy0p1,region_off_unrestricted,none,THDQN,THDQN,oracle,oracle,63,287,0.21951219512195122,271,158,0,0,279.4087830010899,304.59200491759094,25.0,173.0,304.4087830010899,477.59200491759094,0.06028368794326241,0.07446808510638298,282,282,0.05967243010482044,0.05400559269816529,0.6783356070518494,0.5244337916374207,3748.4931867113028,3748.4931867113028
