episode,tard,maint,total,timestamp,seed
20,259.706570,5439.624887,5699.331457,2026-03-11 10:33:35,42
40,545.790046,2845.659887,3391.449932,2026-03-11 10:37:15,42
60,395.263013,4198.938416,4594.201428,2026-03-11 10:39:54,42
80,749.862946,4187.629909,4937.492855,2026-03-11 10:42:35,42
100,331.153336,1464.061137,1795.214473,2026-03-11 10:49:16,42
100,786.696283,5279.352388,6066.048671,2026-03-11 10:49:20,42
