time,event,mid,state,action,kind,duration,h,dh,eta,slack_pressure,im_count,im_damage,p_fail,expected_fail_cost,downtime_cost,delta_t_since_last_maint,lambda_hat,ddt_hat,goal,rule,dispatched,op,job_due,overdue
424.41911913346075,maintenance,5,"[0.8401320576667786,-0.054228607565164566,9.960278511047363,0.0,51.515769958496094,5.0,0.02500000037252903,1.977345585823059,0.0,0.0,0.14013202488422394,0.5401320457458496,0.0,0.0,0.0,0.0,424.41912841796875]",0,DN,0.0,0.8401320319032363,-0.05422860638337057,9.960278678097657,0.0,0,0.0,0.0044903672027769145,0.035922937622215316,0.0,424.41911913346075,0.025,1.9773455476191568,,,,,,
434.8425287394849,maintenance,1,"[0.915855884552002,-0.005832243245095015,105.59502410888672,0.0,52.379634857177734,5.0,0.02500000037252903,1.970462441444397,0.0,0.0,0.21585586667060852,0.615855872631073,0.0,0.0,0.0,0.0,434.842529296875]",0,DN,0.0,0.9158558725229826,-0.005832243223252376,105.59502560998268,0.0,0,0.0,0.0021108347556542434,0.016886678045233947,0.0,434.8425287394849,0.025,1.970462391148498,,,,,,
437.7178372579028,maintenance,7,"[0.9277023077011108,0.0,100.0,0.0,85.53850555419922,5.0,0.02500000037252903,3.1666815280914307,0.0,0.0,0.2277023196220398,0.6277022957801819,0.0,0.0,0.0,0.0,437.71783447265625]",0,DN,0.0,0.9277023241895773,0.0,100.0,0.0,0,0.0,0.0018754615977839804,0.015003692782271844,0.0,437.7178372579028,0.025,3.16668144971076,,,,,,
437.7178372579028,scheduling,,"[8.0,1.0,1.0,5.0,0.02500000037252903,3.1666815280914307,85.53850555419922,85.53850555419922,0.0,0.0,0.0,0.0]",,,,,,,,,,,,,,0.025,3.16668144971076,0,3,True,"{""mid"":6,""t0"":437.7178372579028,""t1"":443.36792737190916,""jid"":6,""oid"":1}",658.299181260534,False
443.36792737190916,maintenance,6,"[0.6795401573181152,0.00853667315095663,100.0,0.0,104.2098388671875,5.0,0.02500000037252903,3.9952774047851562,0.0,0.0,-0.020459812134504318,0.37954017519950867,58.829463958740234,0.0,0.0,0.0,443.367919921875]",2,CM,80.0,0.6795401870130463,0.008536672799373313,100.0,0.0,0,0.0,0.021979898978167847,0.17583919182534277,2.4,443.36792737190916,0.025,3.99527752025759,,,,,,
443.36792737190916,scheduling,,"[7.0,1.0,1.0,5.0,0.02500000037252903,3.9952774047851562,104.2098388671875,104.2098388671875,0.0,0.0,0.0,0.0]",,,,,,,,,,,,,,0.025,3.99527752025759,0,3,True,"{""mid"":5,""t0"":443.36792737190916,""t1"":475.730229273349,""jid"":6,""oid"":2}",658.299181260534,False
475.730229273349,maintenance,5,"[0.7917784452438354,-0.04835358262062073,10.170465469360352,0.0,104.2098388671875,4.0,0.019999999552965164,3.9556009769439697,0.0,0.0,0.09177844971418381,0.4917784333229065,0.0,0.0,0.0,0.0,475.730224609375]",0,DN,0.0,0.7917784475917928,-0.04835358431144343,10.17046522185963,0.0,0,0.0,0.007262194893444694,0.05809755914755755,0.0,475.730229273349,0.02,3.9556010301230766,,,,,,
475.730229273349,scheduling,,"[7.0,1.0,1.0,4.0,0.019999999552965164,3.9556009769439697,104.2098388671875,104.2098388671875,0.0,0.0,0.0,0.0]",,,,,,,,,,,,,,0.02,3.9556010301230766,0,3,True,"{""mid"":3,""t0"":475.730229273349,""t1"":521.0616444058816,""jid"":6,""oid"":3}",658.299181260534,False
494.8070654880472,scheduling,,"[6.0,2.0,2.0,3.0,0.014999999664723873,2.773897886276245,74.30067443847656,65.63481140136719,0.0,0.125,0.0,0.0]",,,,,,,,,,,,,,0.015,2.7738978499943716,0,3,True,"{""mid"":4,""t0"":494.8070654880472,""t1"":523.4491933283358,""jid"":7,""oid"":0}",685.2121063052441,False
521.0616444058816,maintenance,3,"[0.8615749478340149,-0.07380901277065277,7.608487129211426,0.0,53.339561462402344,3.0,0.014999999664723873,1.8525561094284058,0.0,0.0,0.16157494485378265,0.5615749359130859,0.0,0.0,0.0,0.0,521.0616455078125]",0,DN,0.0,0.8615749484742586,-0.07380901520253502,7.608487214377181,0.0,0,0.0,0.0036268783615546933,0.029015026892437547,0.0,521.0616444058816,0.015,1.8525560625706023,,,,,,
