time,event,mid,state,action,kind,duration,h,dh,eta,slack_pressure,im_count,im_damage,risk_h,risk_trend,im_longterm_penalty,opportunity_cost,p_fail,expected_fail_cost,downtime_cost,delta_t_since_last_maint,lambda_hat,ddt_hat,goal,rule,dispatched,op,job_due,overdue,local_urgency,breakdown_flag,breakdown_cost
2.536732734588994,scheduling,,"[8.0,1.0,1.0,1.0,0.004999999888241291,-2.626433849334717,-78.79301452636719,-78.79301452636719,0.6590828895568848,0.0,1.0,0.0]",,,,,,,,,,,,,,,,,,0.005,-2.6264337849073707,2,1,True,"{""mid"":6,""t0"":2.536732734588994,""t1"":28.893127984323744,""jid"":0,""oid"":0}",81.32974628181013,False,,False,0.0
28.893127984323744,maintenance,6,"[0.8964085578918457,0.0,100.0,0.6642820835113525,0.0,-75.23914337158203,1.0,0.004999999888241291,-2.854682683944702,0.0,0.0,0.8964085578918457,0.009999999776482582,0.19640852510929108,0.5964085459709167,0.0,0.0,0.0,0.0,28.89312744140625]",0,DN,0.0,0.8964085318553331,0.0,100.0,0.6642820574451398,0,0.0,0.01614583083305221,0.0,0.0,0.0,0.0025628088447125275,0.02050247075770022,0.0,28.893127984323744,0.005,-2.854682638638917,,,,,,,0.0,False,0.0
28.893127984323744,scheduling,,"[8.0,1.0,1.0,1.0,0.004999999888241291,-2.854682683944702,-75.23914337158203,-75.23914337158203,0.6726911067962646,0.0,1.0,0.0]",,,,,,,,,,,,,,,,,,0.005,-2.854682638638917,3,5,True,"{""mid"":0,""t0"":28.893127984323744,""t1"":58.4893313507838,""jid"":0,""oid"":1}",81.32974628181013,False,,False,0.0
58.4893313507838,maintenance,0,"[0.937633216381073,0.0,100.0,0.6321665048599243,0.0,-63.54290008544922,1.0,0.004999999888241291,-2.2713119983673096,0.0,0.0,0.937633216381073,0.009999999776482582,0.23763322830200195,0.637633204460144,0.0,0.0,0.0,0.0,58.48933029174805]",0,DN,0.0,0.9376332276951479,0.0,100.0,0.6321664784600474,0,0.0,0.010671729242791028,0.0,0.0,0.0,0.00169846193272342,0.01358769546178736,0.0,58.4893313507838,0.005,-2.2713119112729765,,,,,,,0.0,False,0.0
58.4893313507838,scheduling,,"[8.0,1.0,1.0,1.0,0.004999999888241291,-2.2713119983673096,-63.54290008544922,-63.54290008544922,0.6414781808853149,0.0,1.0,0.0]",,,,,,,,,,,,,,,,,,0.005,-2.2713119112729765,3,0,True,"{""mid"":4,""t0"":58.4893313507838,""t1"":95.29414556310536,""jid"":0,""oid"":2}",81.32974628181013,True,,False,0.0
85.12135304225305,scheduling,,"[7.0,2.0,2.0,2.0,0.009999999776482582,-2.387324571609497,-66.78850555419922,-85.49764251708984,0.6770843267440796,0.125,1.0,0.0]",,,,,,,,,,,,,,,,,,0.01,-2.387324597853532,3,0,True,"{""mid"":7,""t0"":85.12135304225305,""t1"":117.28536997285039,""jid"":0,""oid"":2}",81.32974628181013,True,,False,0.0
87.58898200488758,scheduling,,"[6.0,3.0,3.0,3.0,0.014999999664723873,-2.345554828643799,-65.61994171142578,-85.78355407714844,0.6866245269775391,0.25,1.0,0.0]",,,,,,,,,,,,,,,,,,0.015,-2.3455547956145666,2,1,True,"{""mid"":2,""t0"":87.58898200488758,""t1"":104.27965939225442,""jid"":1,""oid"":0}",128.52344448923162,False,,False,0.0
95.29414556310536,maintenance,4,"[0.8886082172393799,0.0,100.0,0.6868427395820618,0.4464573562145233,-61.83030319213867,3.0,0.014999999664723873,-1.9997421503067017,0.0,0.0,0.8886082172393799,0.009999999776482582,0.18860824406147003,0.5886082649230957,0.0,0.0,0.0,0.0,95.29414367675781]",0,DN,0.0,0.888608246193969,0.0,100.0,0.6868427496303877,0,0.0,0.017463261074101344,0.0,0.0,0.0,0.0027701426869579586,0.02216114149566367,0.0,95.29414556310536,0.015,-1.9997421064673935,,,,,,,0.44645736639859074,False,0.0
95.29414556310536,scheduling,,"[6.0,3.0,3.0,3.0,0.014999999664723873,-1.9997421503067017,-61.83030319213867,-66.01483917236328,0.6945359110832214,0.25,1.0,0.0]",,,,,,,,,,,,,,,,,,0.015,-1.9997421064673935,3,0,True,"{""mid"":0,""t0"":95.29414556310536,""t1"":101.99422803862902,""jid"":0,""oid"":3}",81.32974628181013,True,,False,0.0
96.69558301137477,scheduling,,"[5.0,4.0,4.0,4.0,0.019999999552965164,-2.125403881072998,-65.71566009521484,-71.45343780517578,0.73017817735672,0.375,1.0,1.0]",,,,,,,,,,,,,,,,,,0.02,-2.125403962233637,1,1,True,"{""mid"":1,""t0"":96.69558301137477,""t1"":143.90399178798384,""jid"":0,""oid"":3}",81.32974628181013,True,,False,0.0
101.99422803862902,maintenance,0,"[0.9194043278694153,-0.01822889782488346,33.97925567626953,0.7394775748252869,0.606273353099823,-64.27574157714844,4.0,0.019999999552965164,-2.5850536823272705,1.0,0.0,0.9194043278694153,0.009999999776482582,0.21940432488918304,0.6194043159484863,0.0,0.0,0.0,0.0,101.99422454833984]",0,DN,0.0,0.9194043305783425,-0.01822889711680542,33.979254291106116,0.7394775498140527,0,0.0,0.01281479638927474,0.0,0.0,0.0,0.002037395953232805,0.01629916762586244,0.0,101.99422803862902,0.02,-2.585053685831829,,,,,,,0.6062733511264504,False,0.0
101.99422803862902,scheduling,,"[5.0,4.0,4.0,4.0,0.019999999552965164,-2.5850536823272705,-64.27574157714844,-76.75208282470703,0.7452458143234253,0.375,1.0,1.0]",,,,,,,,,,,,,,,,,,0.02,-2.585053685831829,1,1,True,"{""mid"":4,""t0"":101.99422803862902,""t1"":112.0472174298446,""jid"":0,""oid"":4}",81.32974628181013,True,,False,0.0
104.27965939225442,maintenance,2,"[0.9357073903083801,0.0,100.0,0.7375505566596985,0.6253185868263245,-59.96925735473633,4.0,0.019999999552965164,-2.5815842151641846,1.0,0.0,0.9357073903083801,0.009999999776482582,0.2357073724269867,0.6357073783874512,0.0,0.0,0.0,0.0,104.2796630859375]",0,DN,0.0,0.9357073695789364,0.0,100.0,0.7375505387385305,0,0.0,0.010879998986525696,0.0,0.0,0.0,0.0017314317212900664,0.013851453770320531,0.0,104.27965939225442,0.02,-2.5815841330411926,,,,,,,0.6253186124066623,False,0.0
104.27965939225442,scheduling,,"[5.0,4.0,4.0,4.0,0.019999999552965164,-2.5815842151641846,-59.96925735473633,-79.03751373291016,0.7433953285217285,0.375,1.0,1.0]",,,,,,,,,,,,,,,,,,0.02,-2.5815841330411926,1,1,True,"{""mid"":0,""t0"":104.27965939225442,""t1"":153.683919950952,""jid"":0,""oid"":4}",81.32974628181013,True,,False,0.0
112.0472174298446,maintenance,4,"[0.8713812232017517,-0.0172270480543375,33.16767883300781,0.8147962093353271,0.7376587390899658,-71.76171112060547,4.0,0.019999999552965164,-3.4117772579193115,1.0,0.0,0.8713812232017517,0.009999999776482582,0.17138120532035828,0.5713812112808228,0.0,0.0,0.0,0.0,112.0472183227539]",0,DN,0.0,0.8713811987366051,-0.01722704745736392,33.167680076968786,0.8147962178832479,0,0.0,0.02076888035953295,0.0,0.0,0.0,0.003289214084585151,0.026313712676681207,0.0,112.0472174298446,0.02,-3.411777286766233,,,,,,,0.737658735748821,False,0.0
112.0472174298446,scheduling,,"[5.0,3.0,3.0,4.0,0.019999999552965164,-3.4117772579193115,-71.76171112060547,-87.37639617919922,0.8172484636306763,0.375,1.0,1.0]",,,,,,,,,,,,,,,,,,0.02,-3.411777286766233,2,1,True,"{""mid"":6,""t0"":112.0472174298446,""t1"":143.61774885165764,""jid"":1,""oid"":1}",128.52344448923162,True,,False,0.0
117.28536997285039,maintenance,7,"[0.8567907810211182,0.0,100.0,0.8431023955345154,0.0,-76.99986267089844,4.0,0.019999999552965164,-3.403519868850708,1.0,0.0,0.8567907810211182,0.009999999776482582,0.15679076313972473,0.5567907691001892,0.0,0.0,0.0,0.0,117.28536987304688]",0,DN,0.0,0.8567907647818481,0.0,100.0,0.8431024072395505,0,0.0,0.02405719213242763,0.0,0.0,0.0,0.003803936460999204,0.030431491687993632,0.0,117.28536997285039,0.02,-3.4035198851333845,,,,,,,0.0,False,0.0
