time,event,mid,state,action,kind,duration,h,dh,eta,slack_pressure,im_count,im_damage,risk_h,risk_trend,im_longterm_penalty,opportunity_cost,p_fail,expected_fail_cost,downtime_cost,delta_t_since_last_maint,lambda_hat,ddt_hat,goal,rule,dispatched,op,job_due,overdue
2524.506985912024,scheduling,,"[4.0,2.0,2.0,9.0,0.04500000178813934,-2.279745101928711,-51.87779235839844,-61.937705993652344,0.7266342639923096,0.375,1.0,1.0]",,,,,,,,,,,,,,,,,,0.045,-2.279744996854656,2,2,True,"{""mid"":1,""t0"":2524.506985912024,""t1"":2573.318820010238,""jid"":68,""oid"":4}",2534.015922465839,True
2533.337894746818,scheduling,,"[3.0,3.0,3.0,9.0,0.04500000178813934,-2.1904468536376953,-49.84572219848633,-68.2536392211914,0.7123880386352539,0.5,1.0,1.0]",,,,,,,,,,,,,,,,,,0.045,-2.1904467656244235,0,2,True,"{""mid"":0,""t0"":2533.337894746818,""t1"":2556.2451557255354,""jid"":71,""oid"":0}",2561.45766650699,False
2541.6475570910043,maintenance,5,"[0.40740102529525757,-0.05861526355147362,1.8323047161102295,0.7663391828536987,-58.15538787841797,9.0,0.04500000178813934,-2.5328707695007324,1.0,0.10000000149011612,0.40740102529525757,0.009999999776482582,-0.2925989627838135,0.10740102827548981,159.4241485595703,2.0,1.0,1.0,414.9305114746094]",0,DN,0.0,0.40740102639475717,-0.058615263951874164,1.8323047471549114,0.7663391684794076,1,0.1,0.23205454695215477,0.03861526395187416,0.0,0.0,0.3183014890236683,2.5464119121893463,0.0,414.9305241079983,0.045,-2.5328707502367735,,,,,,
2541.6475570910043,scheduling,,"[3.0,3.0,3.0,9.0,0.04500000178813934,-2.5328707695007324,-58.15538787841797,-76.56330108642578,0.7663391828536987,0.5,1.0,1.0]",,,,,,,,,,,,,,,,,,0.045,-2.5328707502367735,0,2,True,"{""mid"":4,""t0"":2541.6475570910043,""t1"":2591.2161602868405,""jid"":71,""oid"":0}",2561.45766650699,True
2542.2561566347867,maintenance,2,"[0.4244947135448456,-0.14646363258361816,0.850004255771637,0.774739682674408,-59.61994552612305,9.0,0.04500000178813934,-2.518885850906372,1.0,0.10000000149011612,0.4244947135448456,0.009999999776482582,-0.27550527453422546,0.12449470907449722,127.28375244140625,4.0,1.0,1.0,296.8934326171875]",0,DN,0.0,0.4244947125633588,-0.14646363746231872,0.8500042380511549,0.7747396893037666,1,0.1,0.19139650625500618,0.12646363746231873,0.0,0.0,0.2794700512285896,2.2357604098287167,0.0,296.89344474384916,0.045,-2.5188858124009497,,,,,,
2542.2561566347867,scheduling,,"[3.0,2.0,2.0,9.0,0.04500000178813934,-2.518885850906372,-59.61994552612305,-77.68547058105469,0.774739682674408,0.5,1.0,1.0]",,,,,,,,,,,,,,,,,,0.045,-2.5188858124009497,0,2,True,"{""mid"":2,""t0"":2542.2561566347867,""t1"":2547.957780875773,""jid"":69,""oid"":0}",2503.0708999371477,True
2547.957780875773,maintenance,2,"[0.3907284736633301,-0.0337662473320961,2.686957359313965,0.7902353405952454,-62.47075653076172,9.0,0.04500000178813934,-2.693129539489746,1.0,0.10000000149011612,0.3907284736633301,0.009999999776482582,-0.30927154421806335,0.09072846174240112,132.98538208007812,4.0,1.0,1.0,302.5950622558594]",0,DN,0.0,0.3907284649921011,-0.03376624757125768,2.6869572877659795,0.7902353124683418,1,0.1,0.27892609669478335,0.013766247571257679,0.0,0.0,0.35944475384228636,2.875558030738291,0.0,302.5950689848355,0.045,-2.693129550197294,,,,,,
2547.957780875773,scheduling,,"[3.0,2.0,2.0,9.0,0.04500000178813934,-2.693129539489746,-62.47075653076172,-78.2556381225586,0.7902353405952454,0.5,1.0,1.0]",,,,,,,,,,,,,,,,,,0.045,-2.693129550197294,0,2,True,"{""mid"":3,""t0"":2547.957780875773,""t1"":2585.272755015825,""jid"":69,""oid"":1}",2503.0708999371477,True
2551.135122267025,scheduling,,"[2.0,3.0,3.0,10.0,0.05000000074505806,-2.857386589050293,-66.28092193603516,-81.81266784667969,0.8092941045761108,0.625,1.0,1.0]",,,,,,,,,,,,,,,,,,0.05,-2.8573865485898398,2,2,True,"{""mid"":5,""t0"":2551.135122267025,""t1"":2595.7313605405575,""jid"":72,""oid"":0}",2618.6816809370416,False
2556.2451557255354,maintenance,0,"[0.3912679851055145,-0.05496761575341225,1.660395622253418,0.7820463180541992,-60.93891143798828,9.0,0.04500000178813934,-2.6901423931121826,1.0,0.0,0.3912679851055145,0.009999999776482582,-0.3087320029735565,0.09126798808574677,136.84640502929688,4.0,0.0,0.0,508.7823181152344]",0,DN,0.0,0.3912679914361017,-0.05496761655203697,1.6603956504044477,0.7820463385681199,0,0.0,0.2772887424467427,0.034967616552036965,0.0,0.0,0.286451757062272,2.291614056498176,0.0,508.7823294509751,0.045,-2.6901424051372222,,,,,,
