time,event,mid,state,action,kind,duration,h,dh,eta,slack_pressure,im_count,p_fail,expected_fail_cost,downtime_cost,delta_t_since_last_maint,lambda_hat,ddt_hat,goal,rule,dispatched,op,job_due,overdue
156.42086637505585,scheduling,,"[6.0,2.0,2.0,4.0,0.019999999552965164,0.561112105846405,11.308513641357422,8.869831085205078,0.0,0.0,0.25]",,,,,,,,,,,,,0.02,0.5611121237735408,0,1,True,"{""mid"":3,""t0"":156.42086637505585,""t1"":169.53796387633255,""jid"":3,""oid"":1}",192.0892325308463,False
169.53796387633255,maintenance,3,"[0.9505987763404846,-0.022455090656876564,28.97333335876465,0.1143411323428154,0.019999999552965164,-0.2488943189382553,0.2505987882614136,0.6505988240242004,0.0,0.0,0.0,0.0,169.5379638671875]",0,DN,0.0,0.9505988023952096,-0.022455089820359264,28.973333333333358,0.11434113142168201,0,0.0014922333750834735,0.011937867000667788,0.0,169.53796387633255,0.02,-0.24889431218431912,,,,,,
169.53796387633255,scheduling,,"[6.0,1.0,1.0,4.0,0.019999999552965164,-0.2488943189382553,-4.856936931610107,-4.856936931610107,0.1143411323428154,1.0,0.25]",,,,,,,,,,,,,0.02,-0.24889431218431912,3,1,True,"{""mid"":0,""t0"":169.53796387633255,""t1"":193.43587141665876,""jid"":2,""oid"":2}",215.90091020783,False
170.5802859979772,maintenance,1,"[0.9241494536399841,-0.013385388068854809,46.62916564941406,0.13712158799171448,0.019999999552965164,-0.30264514684677124,0.22414946556091309,0.6241494417190552,0.0,0.0,0.0,0.0,170.58029174804688]",0,DN,0.0,0.9241494701617401,-0.013385387618516487,46.62916666666654,0.13712158109133754,0,0.0019431600253842591,0.015545280203074073,0.0,170.5802859979772,0.02,-0.3026451521983386,,,,,,
170.5802859979772,scheduling,,"[6.0,1.0,1.0,4.0,0.019999999552965164,-0.30264514684677124,-5.899259090423584,-5.899259090423584,0.13712158799171448,1.0,0.25]",,,,,,,,,,,,,0.02,-0.3026451521983386,3,1,True,"{""mid"":1,""t0"":170.5802859979772,""t1"":180.59132546530904,""jid"":2,""oid"":2}",215.90091020783,False
180.59132546530904,maintenance,1,"[0.9157835841178894,-0.008365867659449577,73.6066665649414,0.0,0.019999999552965164,0.5290467143058777,0.21578359603881836,0.6157836318016052,0.0,0.0,0.0,0.0,180.59132385253906]",0,DN,0.0,0.9157836029001674,-0.008365867261572735,73.6066666666671,0.0,0,0.00211235757578706,0.01689886060629648,0.0,180.59132546530904,0.02,0.5290466922674795,,,,,,
180.59132546530904,scheduling,,"[6.0,1.0,1.0,4.0,0.019999999552965164,0.5290467143058777,9.92650318145752,9.92650318145752,0.0,0.0,0.25]",,,,,,,,,,,,,0.02,0.5290466922674795,3,0,True,"{""mid"":1,""t0"":180.59132546530904,""t1"":191.77015674901511,""jid"":2,""oid"":3}",215.90091020783,False
182.09405667134146,maintenance,2,"[0.8906752467155457,-0.08681672066450119,6.803703784942627,0.0,0.019999999552965164,5.0,0.19067524373531342,0.5906752347946167,0.0,0.0,0.0,0.0,182.09405517578125]",0,DN,0.0,0.8906752411575563,-0.08681672025723475,6.803703703703701,0.0,0,0.002713625472039815,0.02170900377631852,0.0,182.09405667134146,0.02,5.0,,,,,,
191.77015674901511,maintenance,1,"[0.9085331559181213,-0.007250418420881033,83.93077087402344,0.0,0.019999999552965164,5.0,0.2085331827402115,0.6085332036018372,0.0,0.0,0.0,0.0,191.77015686035156]",0,DN,0.0,0.9085331846068042,-0.007250418293363148,83.93076923076843,0.0,0,0.0022708404611802516,0.018166723689442013,0.0,191.77015674901511,0.02,5.0,,,,,,
193.43587141665876,maintenance,0,"[0.9709821343421936,0.0,100.0,0.0,0.019999999552965164,5.0,0.27098214626312256,0.6709821224212646,0.0,0.0,0.0,0.0,193.4358673095703]",0,DN,0.0,0.9709821428571429,0.0,100.0,0.0,0,0.001217397898530439,0.009739183188243511,0.0,193.43587141665876,0.02,5.0,,,,,,
272.0891401273785,scheduling,,"[8.0,1.0,1.0,3.0,0.014999999664723873,0.0,0.0,0.0,0.0,0.0,0.0]",,,,,,,,,,,,,0.015,0.0,0,1,True,"{""mid"":1,""t0"":272.0891401273785,""t1"":292.5092681210591,""jid"":4,""oid"":0}",381.67464956945844,False
274.92398823640804,scheduling,,"[7.0,2.0,2.0,4.0,0.019999999552965164,-0.06582939624786377,-1.4174240827560425,-2.551363229751587,0.03481511026620865,0.5,0.125]",,,,,,,,,,,,,0.02,-0.06582939407538711,0,1,True,"{""mid"":7,""t0"":274.92398823640804,""t1"":295.2584926541851,""jid"":5,""oid"":0}",342.1003001142151,False
292.5092681210591,maintenance,1,"[0.8912436962127686,-0.017289459705352783,34.196773529052734,0.034549832344055176,0.019999999552965164,-0.06859902292490005,0.1912437230348587,0.5912437438964844,0.0,0.0,0.0,0.0,292.50927734375]",0,DN,0.0,0.8912437255995538,-0.01728945900725043,34.19677419354836,0.034549830982732344,0,0.002698284206273122,0.021586273650184975,0.0,292.5092681210591,0.02,-0.06859902524636709,,,,,,
292.5092681210591,scheduling,,"[7.0,2.0,2.0,4.0,0.019999999552965164,-0.06859902292490005,-1.4064315557479858,-14.349510192871094,0.034549832344055176,0.5,0.125]",,,,,,,,,,,,,0.02,-0.06859902524636709,2,0,True,"{""mid"":5,""t0"":292.5092681210591,""t1"":321.1086202367651,""jid"":4,""oid"":1}",381.67464956945844,False
295.2584926541851,maintenance,7,"[0.8876404762268066,-0.056179776787757874,10.460000038146973,0.0,0.019999999552965164,0.3092381954193115,0.18764044344425201,0.5876404643058777,0.0,0.0,0.0,0.0,295.25848388671875]",0,DN,0.0,0.8876404494382022,-0.0561797752808989,10.459999999999994,0.0,0,0.002797006837582133,0.022376054700657063,0.0,295.2584926541851,0.02,0.30923818422919047,,,,,,
295.2584926541851,scheduling,,"[7.0,2.0,2.0,4.0,0.019999999552965164,0.3092381954193115,6.011596202850342,1.2023192644119263,0.0,0.0,0.125]",,,,,,,,,,,,,0.02,0.30923818422919047,0,1,True,"{""mid"":0,""t0"":295.2584926541851,""t1"":318.98555126234544,""jid"":5,""oid"":1}",342.1003001142151,False
318.98555126234544,maintenance,0,"[0.9308035969734192,-0.0401785708963871,15.699999809265137,0.021231722086668015,0.014999999664723873,-0.0434722974896431,0.23080356419086456,0.6308035850524902,0.0,0.0,0.0,0.0,318.9855651855469]",0,DN,0.0,0.9308035714285714,-0.04017857142857151,15.699999999999967,0.02123172134829654,0,0.0018182956638745347,0.014546365310996278,0.0,318.98555126234544,0.015,-0.043472298324153995,,,,,,
318.98555126234544,scheduling,,"[7.0,2.0,2.0,3.0,0.014999999664723873,-0.0434722974896431,-0.8584142327308655,-9.534775733947754,0.021231722086668015,0.5,0.125]",,,,,,,,,,,,,0.015,-0.043472298324153995,0,1,True,"{""mid"":3,""t0"":318.98555126234544,""t1"":332.11326216297863,""jid"":5,""oid"":2}",342.1003001142151,False
321.1086202367651,maintenance,5,"[0.9419642686843872,-0.0390625,16.43428611755371,0.0,0.014999999664723873,0.5565472841262817,0.24196428060531616,0.6419642567634583,0.0,0.0,0.0,0.0,321.1086120605469]",0,DN,0.0,0.9419642857142857,-0.0390625,16.434285714285714,0.0,0,0.0016265879027858464,0.013012703222286771,0.0,321.1086202367651,0.015,0.5565473036300592,,,,,,
321.1086202367651,scheduling,,"[7.0,2.0,2.0,3.0,0.014999999664723873,0.5565472841262817,11.318192481994629,8.554813385009766,0.0,0.0,0.125]",,,,,,,,,,,,,0.015,0.5565473036300592,3,1,True,"{""mid"":2,""t0"":321.1086202367651,""t1"":366.9022328870325,""jid"":4,""oid"":2}",381.67464956945844,False
332.11326216297863,maintenance,3,"[0.9281437397003174,-0.022455090656876564,27.97333335876465,0.0,0.014999999664723873,0.19665932655334473,0.22814370691776276,0.6281437277793884,0.0,0.0,0.0,0.0,332.1132507324219]",0,DN,0.0,0.9281437125748503,-0.022455089820359264,27.973333333333358,0.0,0,0.0018672171933818845,0.014937737547055076,0.0,332.11326216297863,0.015,0.19665932560151686,,,,,,
347.04735219460895,scheduling,,"[7.0,2.0,2.0,3.0,0.014999999664723873,-0.2847524881362915,-5.583157539367676,-10.049683570861816,0.1302756369113922,0.5,0.125]",,,,,,,,,,,,,0.015,-0.2847524912825144,0,1,True,"{""mid"":4,""t0"":347.04735219460895,""t1"":353.4326255318753,""jid"":6,""oid"":0}",501.5357334210747,False
353.4326255318753,maintenance,4,"[0.8757485151290894,-0.013473053462803364,42.733333587646484,0.0,0.014999999664723873,0.034921795129776,0.17574849724769592,0.5757485032081604,0.0,0.0,0.0,0.0,353.4326171875]",0,DN,0.0,0.875748502994012,-0.013473053892215536,42.733333333333434,0.0,0,0.0031490983753618227,0.02519278700289458,0.0,353.4326255318753,0.015,0.03492179637058268,,,,,,
353.4326255318753,scheduling,,"[7.0,2.0,2.0,3.0,0.014999999664723873,0.034921795129776,0.6661875247955322,-13.90803337097168,0.0,0.5,0.125]",,,,,,,,,,,,,0.015,0.03492179637058268,2,0,True,"{""mid"":4,""t0"":353.4326255318753,""t1"":393.14564556331004,""jid"":6,""oid"":1}",501.5357334210747,False
366.9022328870325,maintenance,2,"[0.7861736416816711,-0.10450160503387451,4.652307510375977,0.0,0.014999999664723873,0.24804015457630157,0.0861736312508583,0.4861736297607422,0.0,0.0,0.0,0.0,366.9022216796875]",0,DN,0.0,0.7861736334405145,-0.10450160771704176,4.652307692307694,0.0,0,0.007677635973521592,0.061421087788172735,0.0,366.9022328870325,0.015,0.24804015843424126,,,,,,
366.9022328870325,scheduling,,"[7.0,1.0,1.0,3.0,0.014999999664723873,0.24804015457630157,5.414356231689453,5.414356231689453,0.0,0.0,0.125]",,,,,,,,,,,,,0.015,0.24804015843424126,3,0,True,"{""mid"":2,""t0"":366.9022328870325,""t1"":401.3793006107757,""jid"":6,""oid"":1}",501.5357334210747,False
369.1747911565041,scheduling,,"[6.0,2.0,2.0,4.0,0.019999999552965164,0.07196535170078278,1.5708990097045898,0.31417980790138245,0.0,0.0,0.25]",,,,,,,,,,,,,0.02,0.07196534864878956,0,1,True,"{""mid"":1,""t0"":369.1747911565041,""t1"":380.4779546668244,""jid"":7,""oid"":0}",479.5085981516382,False
380.4779546668244,maintenance,1,"[0.8823201060295105,-0.008923592045903206,65.2562484741211,0.0,0.019999999552965164,0.3853881359100342,0.18232013285160065,0.5823201537132263,0.0,0.0,0.0,0.0,380.47796630859375]",0,DN,0.0,0.8823201338538762,-0.008923591745677584,65.25625000000038,0.0,0,0.0029493953612162245,0.023595162889729796,0.0,380.4779546668244,0.02,0.3853881216191724,,,,,,
380.4779546668244,scheduling,,"[6.0,2.0,2.0,4.0,0.019999999552965164,0.3853881359100342,8.436910629272461,-4.841710090637207,0.0,0.5,0.25]",,,,,,,,,,,,,0.02,0.3853881216191724,2,0,True,"{""mid"":1,""t0"":380.4779546668244,""t1"":391.102123745155,""jid"":7,""oid"":1}",479.5085981516382,False
389.13550190442226,scheduling,,"[5.0,3.0,3.0,5.0,0.02500000037252903,-0.007183316629379988,-0.14709101617336273,-13.455130577087402,0.003670522477477789,0.3333333432674408,0.375]",,,,,,,,,,,,,0.025,-0.0071833167613141475,2,3,True,"{""mid"":3,""t0"":389.13550190442226,""t1"":414.86395373453627,""jid"":7,""oid"":1}",479.5085981516382,False
391.102123745155,maintenance,1,"[0.8756274580955505,-0.006692694034427404,86.00833129882812,0.0,0.02500000037252903,0.20147307217121124,0.1756274402141571,0.5756274461746216,0.0,0.0,0.0,0.0,391.10211181640625]",0,DN,0.0,0.875627440044618,-0.006692693809258188,86.00833333333384,0.0,0,0.0031529010479909776,0.02522320838392782,0.0,391.102123745155,0.025,0.20147307432101597,,,,,,
391.102123745155,scheduling,,"[5.0,3.0,3.0,5.0,0.02500000037252903,0.20147307217121124,3.9450573921203613,-15.421751976013184,0.0,0.6666666865348816,0.375]",,,,,,,,,,,,,0.025,0.20147307432101597,2,0,True,"{""mid"":0,""t0"":391.102123745155,""t1"":404.7970213845553,""jid"":7,""oid"":2}",479.5085981516382,False
393.14564556331004,maintenance,4,"[0.809880256652832,-0.06586826592683792,7.740909099578857,0.0,0.02500000037252903,0.5576927661895752,0.1098802387714386,0.5098802447319031,0.0,0.0,0.0,0.0,393.1456604003906]",0,DN,0.0,0.8098802395209581,-0.06586826347305386,7.740909090909095,0.0,0,0.006067019030038643,0.04853615224030915,0.0,393.14564556331004,0.025,0.5576927721787615,,,,,,
393.14564556331004,scheduling,,"[5.0,3.0,3.0,5.0,0.02500000037252903,0.5576927661895752,12.366883277893066,-1.0947177410125732,0.0,0.3333333432674408,0.375]",,,,,,,,,,,,,0.025,0.5576927721787615,3,1,True,"{""mid"":4,""t0"":393.14564556331004,""t1"":426.15502619006384,""jid"":6,""oid"":2}",501.5357334210747,False
401.3793006107757,maintenance,2,"[0.7234726548194885,-0.06270096451044083,6.753846168518066,0.0,0.02500000037252903,0.6542105674743652,0.02347266860306263,0.42347267270088196,0.0,0.0,0.0,0.0,401.3793029785156]",0,DN,0.0,0.7234726688102894,-0.06270096463022512,6.753846153846149,0.0,0,0.014276983719616073,0.11421586975692859,0.0,401.3793006107757,0.025,0.6542105738438538,,,,,,
401.3793006107757,scheduling,,"[5.0,3.0,3.0,5.0,0.02500000037252903,0.6542105674743652,15.136354446411133,-5.333008766174316,0.0,0.3333333432674408,0.375]",,,,,,,,,,,,,0.025,0.6542105738438538,3,0,True,"{""mid"":2,""t0"":401.3793006107757,""t1"":418.9244440954363,""jid"":7,""oid"":2}",479.5085981516382,False
404.7970213845553,maintenance,0,"[0.9129464030265808,-0.01785714365541935,34.32500076293945,0.0,0.02500000037252903,0.9204378128051758,0.21294642984867096,0.6129464507102966,0.0,0.0,0.0,0.0,404.7970275878906]",0,DN,0.0,0.9129464285714286,-0.017857142857142794,34.325000000000124,0.0,0,0.0021730150210219597,0.017384120168175678,0.0,404.7970213845553,0.025,0.9204378212929746,,,,,,
404.7970213845553,scheduling,,"[5.0,3.0,3.0,5.0,0.02500000037252903,0.9204378128051758,20.571781158447266,-6.144217491149902,0.0,0.3333333432674408,0.375]",,,,,,,,,,,,,0.025,0.9204378212929746,0,1,True,"{""mid"":5,""t0"":404.7970213845553,""t1"":425.84703346711115,""jid"":7,""oid"":3}",479.5085981516382,False
414.86395373453627,maintenance,3,"[0.8847305178642273,-0.04341317340731621,13.468965530395508,0.04722825810313225,0.02500000037252903,-0.08559077233076096,0.18473054468631744,0.5847305655479431,0.0,0.0,0.0,0.0,414.86395263671875]",0,DN,0.0,0.8847305389221557,-0.04341317365269459,13.468965517241386,0.0472282592289649,0,0.0028793552030168808,0.023034841624135046,0.0,414.86395373453627,0.025,-0.08559076914351553,,,,,,
414.86395373453627,scheduling,,"[5.0,2.0,2.0,5.0,0.02500000037252903,-0.08559077233076096,-1.935196876525879,-20.96980094909668,0.04722825810313225,0.5,0.375]",,,,,,,,,,,,,0.025,-0.08559076914351553,1,3,True,"{""mid"":7,""t0"":414.86395373453627,""t1"":425.7835550636377,""jid"":6,""oid"":3}",501.5357334210747,False
416.12984165034527,scheduling,,"[4.0,3.0,3.0,6.0,0.029999999329447746,-0.094386026263237,-2.134056568145752,-21.59547233581543,0.05195320025086403,0.3333333432674408,0.5]",,,,,,,,,,,,,0.03,-0.0943860254944007,1,3,True,"{""mid"":1,""t0"":416.12984165034527,""t1"":441.38943787839264,""jid"":8,""oid"":0}",524.9096458881754,False
418.9244440954363,maintenance,2,"[0.6881029009819031,-0.03536977618932724,10.972726821899414,0.11592773348093033,0.029999999329447746,-0.22153156995773315,-0.011897105723619461,0.3881028890609741,0.0,0.0,0.0,0.0,418.9244384765625]",0,DN,0.0,0.6881028938906752,-0.03536977491961413,10.97272727272728,0.11592773628795616,0,0.020212609864860096,0.16170087891888077,0.0,418.9244440954363,0.03,-0.2215315694413023,,,,,,
418.9244440954363,scheduling,,"[4.0,3.0,3.0,6.0,0.029999999329447746,-0.22153156995773315,-4.928658962249756,-24.390073776245117,0.11592773348093033,0.6666666865348816,0.5]",,,,,,,,,,,,,0.03,-0.2215315694413023,1,3,True,"{""mid"":2,""t0"":418.9244440954363,""t1"":448.28171762995123,""jid"":6,""oid"":3}",501.5357334210747,False
419.56623112518366,scheduling,,"[3.0,4.0,4.0,7.0,0.03500000014901161,-0.18778377771377563,-4.177834510803223,-22.332427978515625,0.09917643666267395,0.5,0.625]",,,,,,,,,,,,,0.035,-0.18778378459006045,1,1,True,"{""mid"":6,""t0"":419.56623112518366,""t1"":463.59405263314267,""jid"":10,""oid"":0}",541.1411547960447,False
425.7835550636377,maintenance,7,"[0.8516854047775269,-0.03595505654811859,15.34375,0.07652928680181503,0.03500000014901161,-0.14817224442958832,0.15168538689613342,0.5516853928565979,0.0,0.0,0.0,0.0,425.7835693359375]",0,DN,0.0,0.851685393258427,-0.035955056179775235,15.343750000000018,0.07652928739073073,0,0.004002386981167195,0.03201909584933756,0.0,425.7835550636377,0.035,-0.14817224032556575,,,,,,
425.7835550636377,scheduling,,"[3.0,4.0,4.0,7.0,0.03500000014901161,-0.14817224442958832,-3.184647798538208,-28.54975128173828,0.07652928680181503,0.75,0.625]",,,,,,,,,,,,,0.035,-0.14817224032556575,1,3,True,"{""mid"":7,""t0"":425.7835550636377,""t1"":450.71156865689807,""jid"":6,""oid"":4}",501.5357334210747,False
425.84703346711115,maintenance,5,"[0.9129464030265808,-0.02901785634458065,21.123077392578125,0.07799363881349564,0.03500000014901161,-0.15132057666778564,0.21294642984867096,0.6129464507102966,0.0,0.0,0.0,0.0,425.8470458984375]",0,DN,0.0,0.9129464285714286,-0.029017857142857095,21.123076923076958,0.07799363631403244,0,0.0021730150210219597,0.017384120168175678,0.0,425.84703346711115,0.035,-0.15132057706316207,,,,,,
425.84703346711115,scheduling,,"[3.0,4.0,4.0,7.0,0.03500000014901161,-0.15132057666778564,-3.2481260299682617,-28.613229751586914,0.07799363881349564,0.75,0.625]",,,,,,,,,,,,,0.035,-0.15132057706316207,1,3,True,"{""mid"":0,""t0"":425.84703346711115,""t1"":454.96213547213614,""jid"":6,""oid"":4}",501.5357334210747,False
426.15502619006384,maintenance,4,"[0.7470059990882874,-0.06287425011396408,7.109523773193359,0.36042147874832153,0.03500000014901161,-0.8073346614837646,0.04700598865747452,0.4470059871673584,0.0,0.0,0.0,0.0,426.155029296875]",0,DN,0.0,0.7470059880239521,-0.06287425149700598,7.109523809523811,0.3604214695595491,0,0.011317087880803312,0.0905367030464265,0.0,426.15502619006384,0.035,-0.8073346583594693,,,,,,
426.15502619006384,scheduling,,"[3.0,3.0,3.0,7.0,0.03500000014901161,-0.8073346614837646,-17.87783432006836,-31.620656967163086,0.36042147874832153,1.0,0.625]",,,,,,,,,,,,,0.035,-0.8073346583594693,0,0,True,"{""mid"":4,""t0"":426.15502619006384,""t1"":455.9142687629595,""jid"":8,""oid"":0}",524.9096458881754,False
441.38943787839264,maintenance,1,"[0.8505298495292664,-0.025097601115703583,21.935556411743164,0.41799139976501465,0.03500000014901161,-0.9701335430145264,0.15052983164787292,0.5505298376083374,0.0,0.0,0.0,0.0,441.3894348144531]",0,DN,0.0,0.8505298382598996,-0.025097601784718426,21.935555555555485,0.4179913849954662,0,0.004048716678754113,0.0323897334300329,0.0,441.38943787839264,0.035,-0.9701335323374132,,,,,,
441.38943787839264,scheduling,,"[3.0,3.0,3.0,7.0,0.03500000014901161,-0.9701335430145264,-21.650800704956055,-24.57231903076172,0.41799139976501465,1.0,0.625]",,,,,,,,,,,,,0.035,-0.9701335323374132,0,5,True,"{""mid"":5,""t0"":441.38943787839264,""t1"":477.4406541849355,""jid"":9,""oid"":0}",559.0789974787504,False
