time,event,mid,state,action,kind,duration,h,dh,eta,slack_pressure,goal,rule,dispatched,op,job_due,overdue
14.30669606886316,scheduling,,"[4.0,1.0,1.0,1.0,220.8755645751953,220.8755645751953,0.0,0.0]",,,,,,,,3,5,True,"{""mid"":1,""t0"":14.30669606886316,""t1"":30.575282122099466,""jid"":0,""oid"":0}",382.43264926183923,False
22.97556912098294,scheduling,,"[3.0,2.0,2.0,2.0,175.0375518798828,137.868408203125,0.0,0.25]",,,,,,,,2,5,True,"{""mid"":2,""t0"":22.97556912098294,""t1"":62.07484232094127,""jid"":1,""oid"":0}",252.75625239773734,False
30.575282122099466,maintenance,1,"[0.9972113966941833,0.0,100.0,0.0,0.39721137285232544,0.6972113847732544,0.0,0.0,0.0,30.57528305053711]",0,DN,0.0,0.9972113775794758,0.0,100.0,0.0,,,,,,
30.575282122099466,scheduling,,"[3.0,2.0,2.0,2.0,183.94235229492188,130.26869201660156,0.0,0.25]",,,,,,,,0,3,True,"{""mid"":1,""t0"":30.575282122099466,""t1"":56.90533442016091,""jid"":1,""oid"":0}",252.75625239773734,False
32.674783663738694,scheduling,,"[2.0,3.0,3.0,3.0,183.6611328125,128.169189453125,0.0,0.5]",,,,,,,,0,4,True,"{""mid"":0,""t0"":32.674783663738694,""t1"":59.08948133474763,""jid"":2,""oid"":0}",344.83762809207934,False
51.02653102056466,scheduling,,"[1.0,4.0,4.0,4.0,173.4425811767578,109.81745147705078,0.0,0.75]",,,,,,,,2,4,True,"{""mid"":3,""t0"":51.02653102056466,""t1"":89.41710392263904,""jid"":0,""oid"":1}",382.43264926183923,False
56.90533442016091,maintenance,1,"[0.9905186891555786,-0.006692694034427404,103.17500305175781,0.0,0.3905186951160431,0.6905186772346497,0.0,0.0,0.0,56.90533447265625]",0,DN,0.0,0.9905186837702176,-0.006692693809258188,103.1750000000006,0.0,,,,,,
56.90533442016091,scheduling,,"[1.0,4.0,4.0,4.0,175.742431640625,136.65330505371094,0.0,0.75]",,,,,,,,2,4,True,"{""mid"":1,""t0"":56.90533442016091,""t1"":93.20546649703628,""jid"":3,""oid"":0}",380.7634221770651,False
59.08948133474763,maintenance,0,"[0.9877232313156128,0.0,100.0,0.0,0.3877232074737549,0.6877232193946838,0.0,0.0,0.0,59.089481353759766]",0,DN,0.0,0.9877232142857143,0.0,100.0,0.0,,,,,,
59.08948133474763,scheduling,,"[1.0,4.0,4.0,4.0,179.195068359375,134.4691619873047,0.0,0.75]",,,,,,,,2,4,True,"{""mid"":0,""t0"":59.08948133474763,""t1"":66.7351470192644,""jid"":2,""oid"":1}",344.83762809207934,False
62.07484232094127,maintenance,2,"[0.9726688265800476,0.0,100.0,0.0,0.3726688027381897,0.6726688146591187,0.0,0.0,0.0,62.0748405456543]",0,DN,0.0,0.9726688102893891,0.0,100.0,0.0,,,,,,
62.07484232094127,scheduling,,"[1.0,4.0,4.0,4.0,184.8534393310547,166.0586700439453,0.0,0.75]",,,,,,,,2,4,True,"{""mid"":2,""t0"":62.07484232094127,""t1"":93.08391413755827,""jid"":0,""oid"":1}",382.43264926183923,False
66.7351470192644,maintenance,0,"[0.984375,-0.0033482143189758062,204.39999389648438,0.0,0.3843750059604645,0.684374988079071,0.0,0.0,0.0,66.73514556884766]",0,DN,0.0,0.984375,-0.0033482142857143016,204.399999999999,0.0,,,,,,
66.7351470192644,scheduling,,"[1.0,4.0,4.0,4.0,187.06781005859375,161.3983612060547,0.0,0.75]",,,,,,,,2,4,True,"{""mid"":0,""t0"":66.7351470192644,""t1"":78.40172262127055,""jid"":1,""oid"":2}",252.75625239773734,False
78.40172262127055,maintenance,0,"[0.9787946343421936,-0.005580357275903225,121.63999938964844,0.0,0.3787946403026581,0.6787946224212646,0.0,0.0,0.0,78.40172576904297]",0,DN,0.0,0.9787946428571429,-0.005580357142857095,121.64000000000105,0.0,,,,,,
89.41710392263904,maintenance,3,"[0.9790419340133667,0.0,100.0,0.0,0.3790419101715088,0.6790419220924377,0.0,0.0,0.0,89.41710662841797]",0,DN,0.0,0.9790419161676647,0.0,100.0,0.0,,,,,,
89.41710392263904,scheduling,,"[2.0,4.0,4.0,4.0,174.2830810546875,152.77818298339844,0.0,0.5]",,,,,,,,2,4,True,"{""mid"":0,""t0"":89.41710392263904,""t1"":96.39888606513082,""jid"":0,""oid"":2}",382.43264926183923,False
93.08391413755827,maintenance,2,"[0.9549839496612549,-0.01768488809466362,37.0363655090332,0.0,0.354983925819397,0.6549839377403259,0.0,0.0,0.0,93.08391571044922]",0,DN,0.0,0.954983922829582,-0.01768488745980712,37.03636363636354,0.0,,,,,,
93.08391413755827,scheduling,,"[2.0,4.0,4.0,4.0,177.6636505126953,149.1113739013672,0.0,0.5]",,,,,,,,2,4,True,"{""mid"":3,""t0"":93.08391413755827,""t1"":102.63387242398375,""jid"":2,""oid"":2}",344.83762809207934,False
93.20546649703628,maintenance,1,"[0.9832682609558105,-0.007250418420881033,94.23846435546875,0.0,0.383268266916275,0.6832682490348816,0.0,0.0,0.0,93.2054672241211]",0,DN,0.0,0.9832682654768544,-0.007250418293363148,94.23846153846064,0.0,,,,,,
93.20546649703628,scheduling,,"[2.0,4.0,4.0,4.0,186.61712646484375,148.9898223876953,0.0,0.5]",,,,,,,,2,4,True,"{""mid"":2,""t0"":93.20546649703628,""t1"":134.96974217679727,""jid"":0,""oid"":3}",382.43264926183923,False
96.39888606513082,maintenance,0,"[0.9754464030265808,-0.0033482143189758062,201.73333740234375,0.0,0.3754464387893677,0.6754464507102966,0.0,0.0,0.0,96.39888763427734]",0,DN,0.0,0.9754464285714286,-0.0033482142857143016,201.73333333333238,0.0,,,,,,
96.39888606513082,scheduling,,"[2.0,4.0,4.0,4.0,191.60189819335938,145.79640197753906,0.0,0.5]",,,,,,,,2,4,True,"{""mid"":1,""t0"":96.39888606513082,""t1"":127.66950953145385,""jid"":0,""oid"":4}",382.43264926183923,False
102.63387242398375,maintenance,3,"[0.9745509028434753,-0.004491018131375313,150.1999969482422,0.0,0.3745509088039398,0.6745508909225464,0.0,0.0,0.0,102.63387298583984]",0,DN,0.0,0.9745508982035929,-0.004491017964071808,150.2000000000016,0.0,,,,,,
102.63387242398375,scheduling,,"[2.0,4.0,4.0,4.0,187.75440979003906,139.56141662597656,0.0,0.5]",,,,,,,,2,4,True,"{""mid"":3,""t0"":102.63387242398375,""t1"":152.16822838978723,""jid"":3,""oid"":1}",380.7634221770651,False
127.66950953145385,maintenance,1,"[0.9765755534172058,-0.006692694034427404,101.09166717529297,0.0,0.3765755593776703,0.6765756011009216,0.0,0.0,0.0,127.66950988769531]",0,DN,0.0,0.9765755716675962,-0.006692693809258188,101.09166666666727,0.0,,,,,,
127.66950953145385,scheduling,,"[2.0,3.0,3.0,4.0,141.30796813964844,114.5257797241211,0.0,0.5]",,,,,,,,2,4,True,"{""mid"":0,""t0"":127.66950953145385,""t1"":172.31400439153543,""jid"":2,""oid"":3}",344.83762809207934,False
134.96974217679727,maintenance,2,"[0.9292604327201843,-0.025723472237586975,24.462499618530273,0.0,0.3292604386806488,0.6292604207992554,0.0,0.0,0.0,134.96974182128906]",0,DN,0.0,0.9292604501607717,-0.025723472668810254,24.462500000000034,0.0,,,,,,
134.96974217679727,scheduling,,"[2.0,3.0,3.0,4.0,134.0077362060547,107.22554779052734,0.0,0.5]",,,,,,,,2,4,True,"{""mid"":1,""t0"":134.96974217679727,""t1"":150.5155003911744,""jid"":2,""oid"":3}",344.83762809207934,False
150.5155003911744,maintenance,1,"[0.9732292294502258,-0.003346347017213702,201.18333435058594,0.0,0.3732292354106903,0.6732292175292969,0.0,0.0,0.0,150.5155029296875]",0,DN,0.0,0.9732292247629671,-0.003346346904629094,201.18333333333453,0.0,,,,,,
150.5155003911744,scheduling,,"[2.0,4.0,4.0,5.0,131.13052368164062,91.6797866821289,0.0,0.5]",,,,,,,,2,4,True,"{""mid"":1,""t0"":150.5155003911744,""t1"":175.33752219933845,""jid"":4,""oid"":0}",387.97685232843,False
152.16822838978723,maintenance,3,"[0.946107804775238,-0.0284431129693985,22.715789794921875,0.0,0.3461077809333801,0.6461077928543091,0.0,0.0,0.0,152.16822814941406]",0,DN,0.0,0.9461077844311377,-0.02844311377245512,22.71578947368419,0.0,,,,,,
152.16822838978723,scheduling,,"[2.0,4.0,4.0,5.0,141.8613739013672,90.02706146240234,0.0,0.5]",,,,,,,,2,4,True,"{""mid"":2,""t0"":152.16822838978723,""t1"":162.4059491853417,""jid"":3,""oid"":2}",380.7634221770651,False
162.4059491853417,maintenance,2,"[0.9228295683860779,-0.006430868059396744,96.8499984741211,0.0,0.32282957434654236,0.6228295564651489,0.0,0.0,0.0,162.40594482421875]",0,DN,0.0,0.9228295819935691,-0.006430868167202619,96.84999999999931,0.0,,,,,,
162.4059491853417,scheduling,,"[2.0,4.0,4.0,5.0,137.66038513183594,79.78933715820312,0.0,0.5]",,,,,,,,0,5,True,"{""mid"":3,""t0"":162.4059491853417,""t1"":172.96691383543092,""jid"":1,""oid"":3}",252.75625239773734,False
172.31400439153543,maintenance,0,"[0.9564732313156128,-0.01897321455180645,34.599998474121094,0.0,0.3564732074737549,0.6564732193946838,0.0,0.0,0.0,172.3140106201172]",0,DN,0.0,0.9564732142857143,-0.0189732142857143,34.59999999999997,0.0,,,,,,
172.31400439153543,scheduling,,"[2.0,3.0,3.0,5.0,124.55328369140625,69.88128662109375,0.0,0.5]",,,,,,,,0,5,True,"{""mid"":0,""t0"":172.31400439153543,""t1"":186.0791699890314,""jid"":3,""oid"":3}",380.7634221770651,False
172.96691383543092,maintenance,3,"[0.940119743347168,-0.005988024175167084,106.9000015258789,0.0,0.34011974930763245,0.640119731426239,0.0,0.0,0.0,172.9669189453125]",0,DN,0.0,0.9401197604790419,-0.005988023952095856,106.89999999999914,0.0,,,,,,
172.96691383543092,scheduling,,"[2.0,2.0,2.0,5.0,151.2363739013672,116.58961486816406,0.0,0.5]",,,,,,,,2,4,True,"{""mid"":2,""t0"":172.96691383543092,""t1"":217.83900417115294,""jid"":3,""oid"":3}",380.7634221770651,False
175.33752219933845,maintenance,1,"[0.9682096838951111,-0.0050195204094052315,133.12222290039062,0.0,0.36820968985557556,0.6682097315788269,0.0,0.0,0.0,175.3375244140625]",0,DN,0.0,0.9682097044060234,-0.005019520356943752,133.12222222222002,0.0,,,,,,
175.33752219933845,scheduling,,"[2.0,3.0,3.0,6.0,144.9754180908203,112.37268829345703,0.0,0.5]",,,,,,,,2,4,True,"{""mid"":1,""t0"":175.33752219933845,""t1"":211.3704174177405,""jid"":5,""oid"":0}",362.8105409305418,False
185.26406749615782,scheduling,,"[1.0,4.0,4.0,7.0,118.64179229736328,69.42057800292969,0.0,0.75]",,,,,,,,2,5,True,"{""mid"":3,""t0"":185.26406749615782,""t1"":204.89103134457008,""jid"":6,""oid"":0}",300.9650296433133,False
186.0791699890314,maintenance,0,"[0.9497767686843872,-0.0066964286379516125,97.03333282470703,0.0,0.3497767746448517,0.6497767567634583,0.0,0.0,0.0,186.07916259765625]",0,DN,0.0,0.9497767857142857,-0.006696428571428603,97.03333333333288,0.0,,,,,,
186.0791699890314,scheduling,,"[1.0,3.0,3.0,7.0,99.511962890625,68.60547637939453,0.0,0.75]",,,,,,,,3,4,True,"{""mid"":0,""t0"":186.0791699890314,""t1"":224.22298644711952,""jid"":4,""oid"":1}",387.97685232843,False
204.89103134457008,maintenance,3,"[0.9281437397003174,-0.011976048350334167,52.45000076293945,0.0,0.3281437158584595,0.6281437277793884,0.0,0.0,0.0,204.8910369873047]",0,DN,0.0,0.9281437125748503,-0.0119760479041916,52.450000000000074,0.0,,,,,,
204.89103134457008,scheduling,,"[1.0,3.0,3.0,7.0,88.42930603027344,72.98120880126953,0.0,0.75]",,,,,,,,3,4,True,"{""mid"":3,""t0"":204.89103134457008,""t1"":247.4298250172901,""jid"":4,""oid"":1}",387.97685232843,False
211.3704174177405,maintenance,1,"[0.959286093711853,-0.008923592045903206,73.8812484741211,0.0,0.3592860996723175,0.6592861413955688,0.0,0.0,0.0,211.37042236328125]",0,DN,0.0,0.9592861126603458,-0.008923591745677584,73.88125000000042,0.0,,,,,,
211.3704174177405,scheduling,,"[1.0,3.0,3.0,7.0,91.3505859375,66.50182342529297,0.0,0.75]",,,,,,,,3,4,True,"{""mid"":1,""t0"":211.3704174177405,""t1"":242.70284470238198,""jid"":6,""oid"":1}",300.9650296433133,False
217.83900417115294,maintenance,2,"[0.8922829627990723,-0.030546624213457108,19.38947296142578,0.0,0.29228296875953674,0.5922829508781433,0.0,0.0,0.0,217.83900451660156]",0,DN,0.0,0.8922829581993569,-0.030546623794212246,19.38947368421051,0.0,,,,,,
217.83900417115294,scheduling,,"[1.0,3.0,3.0,6.0,84.88199615478516,60.03323745727539,0.0,0.75]",,,,,,,,3,4,True,"{""mid"":2,""t0"":217.83900417115294,""t1"":243.25286317054508,""jid"":4,""oid"":1}",387.97685232843,False
224.22298644711952,maintenance,0,"[0.9319196343421936,-0.01785714365541935,35.38750076293945,0.0,0.3319196403026581,0.6319196224212646,0.0,0.0,0.0,224.22299194335938]",0,DN,0.0,0.9319196428571429,-0.017857142857142794,35.38750000000013,0.0,,,,,,
224.22298644711952,scheduling,,"[1.0,3.0,3.0,5.0,90.28651428222656,53.64925765991211,0.0,0.75]",,,,,,,,3,4,True,"{""mid"":0,""t0"":224.22298644711952,""t1"":262.45579669977553,""jid"":4,""oid"":2}",387.97685232843,False
242.70284470238198,maintenance,1,"[0.9514779448509216,-0.0078081428073346615,83.43571472167969,0.0,0.3514779806137085,0.6514779925346375,0.0,0.0,0.0,242.70285034179688]",0,DN,0.0,0.9514779698828778,-0.007808142777467997,83.43571428571359,0.0,,,,,,
243.25286317054508,maintenance,2,"[0.8762058019638062,-0.01607717014849186,35.84000015258789,0.0,0.27620577812194824,0.5762057900428772,0.0,0.0,0.0,243.25286865234375]",0,DN,0.0,0.8762057877813505,-0.01607717041800638,35.84000000000011,0.0,,,,,,
