primary_mode,compare_mode,compare_type,train_policy_tag,eval_policy_tag,scheduler_anchor,divergence_count,decision_union_count,divergence_rate,primary_tard,compare_tard,primary_maint,compare_maint,primary_total,compare_total,primary_overdue_ratio,compare_overdue_ratio,primary_dispatch_count,compare_dispatch_count,primary_makespan,compare_makespan
CONSTRAINED,UNRESTRICTED,full_system_route_compare,region_on_hx0p3_hy0p1,region_off_unrestricted,none,61,306,0.19934640522875818,308.8906068183077,167.36133168341658,800.0,0.0,1108.8906068183078,167.36133168341658,0.05734767025089606,0.035842293906810034,279,279,3847.944809354688,3795.5009695362933
