primary_mode,compare_mode,compare_type,train_policy_tag,eval_policy_tag,scheduler_anchor,divergence_count,decision_union_count,divergence_rate,primary_tard,compare_tard,primary_maint,compare_maint,primary_total,compare_total,primary_overdue_ratio,compare_overdue_ratio,primary_dispatch_count,compare_dispatch_count,primary_makespan,compare_makespan
CONSTRAINED,UNRESTRICTED,maint_only_route_compare,region_on_hx0p3_hy0p1,region_off_unrestricted,DQN,0,0,0.0,170.76739857230407,462.1349972362027,820.231661567452,2225.44282749515,990.999060139756,2687.577824731353,0.043010752688172046,0.08602150537634409,0,0,0.0,0.0
