primary_mode,compare_mode,compare_type,train_policy_tag,eval_policy_tag,scheduler_anchor,divergence_count,decision_union_count,divergence_rate,primary_tard,compare_tard,primary_maint,compare_maint,primary_total,compare_total,primary_overdue_ratio,compare_overdue_ratio,primary_dispatch_count,compare_dispatch_count,primary_makespan,compare_makespan
CONSTRAINED,UNRESTRICTED,full_system_route_compare,region_on_hx0p3_hy0p1,region_off_unrestricted,none,156,303,0.5148514851485149,264.1457813789889,206.03372551264818,754.4023743741027,1928.02454810364,1018.5481557530916,2134.0582736162883,0.05734767025089606,0.035842293906810034,279,279,3839.7199246847963,3784.8522480850206
