dispatch_count_mean,dispatch_count_std,maint_mean,maint_std,makespan_mean,makespan_std,mode,overdue_ratio_ops_mean,overdue_ratio_ops_std,tard_mean,tard_std,total_mean,total_std
279.0,0.0,24200.0,0.0,3880.137089102976,0.0,DQN,0.11469534050179211,0.0,684.4145976255254,0.0,24884.414597625524,0.0
279.0,0.0,329.90091244676114,0.0,3770.458054793587,0.0,POMCP,0.03225806451612903,0.0,101.71928541407256,0.0,431.6201978608337,0.0
0.0,0.0,-23870.099087553237,0.0,-109.67903430938895,0.0,POMCP_MINUS_DQN,-0.08243727598566308,0.0,-582.6953122114528,0.0,-24452.79439976469,0.0
