dispatch_count_mean,dispatch_count_std,maint_mean,maint_std,makespan_mean,makespan_std,mode,overdue_ratio_ops_mean,overdue_ratio_ops_std,tard_mean,tard_std,total_mean,total_std
279.0,0.0,597.1966011453142,0.0,3770.458054793587,0.0,DQN,0.04659498207885305,0.0,177.21273507463542,0.0,774.4093362199496,0.0
279.0,0.0,836.4456503600143,0.0,3821.7457349565543,0.0,POMCP,0.03942652329749104,0.0,159.3731444208992,0.0,995.8187947809134,0.0
0.0,0.0,239.2490492147001,0.0,51.28768016296726,0.0,POMCP_MINUS_DQN,-0.007168458781362012,0.0,-17.839590653736224,0.0,221.4094585609638,0.0
