primary_mode,compare_mode,primary_maint_variant,compare_maint_variant,primary_maint_arch,compare_maint_arch,compare_type,train_policy_tag,eval_policy_tag,scheduler_anchor,primary_scheduler_mode,compare_scheduler_mode,primary_sched_regime_feature_mode,compare_sched_regime_feature_mode,divergence_count,decision_union_count,divergence_rate,primary_im_invalid_filtered_count,compare_im_invalid_filtered_count,primary_dn_veto_count,compare_dn_veto_count,primary_tard,compare_tard,primary_maint,compare_maint,primary_total,compare_total,primary_overdue_ratio,compare_overdue_ratio,primary_dispatch_count,compare_dispatch_count,primary_sched_safe_block_count,compare_sched_safe_block_count,primary_current_stress_mean,compare_current_stress_mean,primary_current_stress_max,compare_current_stress_max,primary_makespan,compare_makespan
hier_ddqn,pomcp,hier_ddqn,pomcp,hier_ddqn,pomcp,full_system,region_off_unrestricted,region_off_unrestricted,THDQN,THDQN,THDQN,oracle,oracle,59,295,0.2,93,105,0,7,79.17021790272328,167.20882599324804,34.0,47.0,113.17021790272328,214.20882599324804,0.024822695035460994,0.05319148936170213,282,282,0,0,0.01792042821989203,0.0221027785694187,0.40199190378189087,0.3825966715812683,3755.933298704068,3749.194665435342
