primary_mode,compare_mode,primary_maint_variant,compare_maint_variant,primary_maint_arch,compare_maint_arch,compare_type,train_policy_tag,eval_policy_tag,scheduler_anchor,primary_scheduler_mode,compare_scheduler_mode,primary_sched_regime_feature_mode,compare_sched_regime_feature_mode,divergence_count,decision_union_count,divergence_rate,primary_im_invalid_filtered_count,compare_im_invalid_filtered_count,primary_dn_veto_count,compare_dn_veto_count,primary_tard,compare_tard,primary_maint,compare_maint,primary_total,compare_total,primary_overdue_ratio,compare_overdue_ratio,primary_dispatch_count,compare_dispatch_count,primary_sched_safe_block_count,compare_sched_safe_block_count,primary_current_stress_mean,compare_current_stress_mean,primary_current_stress_max,compare_current_stress_max,primary_makespan,compare_makespan
flat_ddqn,hier_ddqn,flat_ddqn,hier_ddqn,flat_ddqn,hier_ddqn,full_system,region_off_unrestricted,region_off_unrestricted,THDQN,THDQN,THDQN,oracle,oracle,65,301,0.2159468438538206,67,93,0,0,422.6685960323685,79.17021790272328,17.0,34.0,439.6685960323685,113.17021790272328,0.0673758865248227,0.024822695035460994,282,282,0,0,0.08527454091830457,0.01792042821989203,0.5626903176307678,0.40199190378189087,3755.358337948864,3755.933298704068
