timestamp,seed,policy_tag,policy_label,maint_mode_tag,enforce_region_policy,hx,hy,jobs_target,maint_mode,tard,maint,total,overdue_ratio_ops,overdue_ratio_time,overdue_ops,total_ops
20260310_083048,42,region_off_unrestricted,Policy: Unrestricted (no Hx/Hy enforcement) | Maintenance: DQN,maint_dqn,0,0.3,0.1,80,DQN,684.4145976255254,24200.0,24884.414597625524,0.11469534050179211,0.12891257406469686,32.0,279.0
