episode,tard,maint,total,timestamp,seed
20,444.511518,944.940536,1389.452054,2026-03-10 10:38:55,42
40,794.136087,1112.328187,1906.464274,2026-03-10 10:41:07,42
60,425.036751,998.236784,1423.273535,2026-03-10 10:43:21,42
80,663.918876,800.000000,1463.918876,2026-03-10 10:45:36,42
100,188.178679,642.141801,830.320480,2026-03-10 10:47:52,42
100,264.145781,754.402374,1018.548156,2026-03-10 10:47:56,42
