timestamp,seed,policy_tag,train_policy_tag,eval_policy_tag,policy_label,maint_mode_tag,maint_mode,compare_type,scheduler_anchor,enforce_region_policy,hx,hy,jobs_target,tard,maint,total,overdue_ratio_ops,overdue_ratio_time,overdue_ops,total_ops,breakdown_count,breakdown_cost,requeued_op_count,interrupted_proc_time,hard_breakdown_count,stochastic_breakdown_count
20260311_103106,42,region_off_unrestricted,region_off_unrestricted,region_off_unrestricted,Policy: Unrestricted (no Hx/Hy enforcement) | Maintenance: DQN,maint_dqn,DQN,full_system,none,0,0.3,0.1,80,212.40691106459886,2432.0,2644.4069110645987,0.043010752688172046,0.0677822716541212,12.0,279.0,1,1292.0,1,1.9945972420152536,0,1
