primary_mode,compare_mode,primary_maint_variant,compare_maint_variant,primary_maint_arch,compare_maint_arch,compare_type,train_policy_tag,eval_policy_tag,scheduler_anchor,primary_scheduler_mode,compare_scheduler_mode,primary_sched_regime_feature_mode,compare_sched_regime_feature_mode,divergence_count,decision_union_count,divergence_rate,primary_im_invalid_filtered_count,compare_im_invalid_filtered_count,primary_dn_veto_count,compare_dn_veto_count,primary_tard,compare_tard,primary_maint,compare_maint,primary_total,compare_total,primary_overdue_ratio,compare_overdue_ratio,primary_dispatch_count,compare_dispatch_count,primary_sched_safe_block_count,compare_sched_safe_block_count,primary_current_stress_mean,compare_current_stress_mean,primary_current_stress_max,compare_current_stress_max,primary_makespan,compare_makespan
flat_ddqn,pomcp,flat_ddqn,pomcp,flat_ddqn,pomcp,full_system,region_off_unrestricted,region_off_unrestricted,PPO,PPO,PPO,oracle,oracle,45,287,0.156794425087108,61,111,0,8,192.60894404038814,114.99690739751684,14.0,58.0,206.60894404038814,172.99690739751685,0.05319148936170213,0.03546099290780142,282,282,0,0,0.05291519775748887,0.023149304613735235,0.5721067190170288,0.40199190378189087,3775.7956843868533,3711.412172628842
