timestamp,seed,policy_tag,train_policy_tag,eval_policy_tag,policy_label,maint_mode_tag,maint_mode,compare_type,scheduler_anchor,enforce_region_policy,hx,hy,jobs_target,tard,maint,total,overdue_ratio_ops,overdue_ratio_time,overdue_ops,total_ops,breakdown_count,breakdown_cost,requeued_op_count,interrupted_proc_time,hard_breakdown_count,stochastic_breakdown_count
20260311_103106,42,region_on_hx0p3_hy0p1,region_on_hx0p3_hy0p1,region_on_hx0p3_hy0p1,"Policy: Region constrained (Hx=0.3, Hy=0.1) | Maintenance: POMCP",maint_pomcp,POMCP,full_system,none,1,0.3,0.1,80,381.031421036874,9259.662129835531,9640.693550872405,0.06451612903225806,0.10286082774482884,18.0,279.0,7,9044.0,7,73.05279212579734,0,7
