timestamp,seed,policy_tag,policy_label,maint_mode_tag,enforce_region_policy,hx,hy,jobs_target,maint_mode,tard,maint,total,overdue_ratio_ops,overdue_ratio_time,overdue_ops,total_ops
20260310_083048,42,region_off_unrestricted,Policy: Unrestricted (no Hx/Hy enforcement) | Maintenance: POMCP,maint_pomcp,0,0.3,0.1,80,POMCP,101.71928541407256,329.90091244676114,431.6201978608337,0.03225806451612903,0.03802629361608786,9.0,279.0
