timestamp,seed,policy_tag,policy_label,maint_mode_tag,enforce_region_policy,hx,hy,jobs_target,maint_mode,tard,maint,total,overdue_ratio_ops,overdue_ratio_time,overdue_ops,total_ops
20260310_083048,42,region_on_hx0p3_hy0p1,"Policy: Region constrained (Hx=0.3, Hy=0.1) | Maintenance: POMCP",maint_pomcp,1,0.3,0.1,80,POMCP,159.3731444208992,836.4456503600143,995.8187947809134,0.03942652329749104,0.05662656188118236,11.0,279.0
