episode,tard,maint,total,timestamp,seed
20,462.693944,10.000000,472.693944,2026-03-10 10:50:31,42
40,544.900775,0.000000,544.900775,2026-03-10 10:53:02,42
60,482.091735,0.000000,482.091735,2026-03-10 10:55:28,42
80,279.666895,0.000000,279.666895,2026-03-10 10:58:05,42
100,167.163754,0.000000,167.163754,2026-03-10 11:00:30,42
100,167.361332,0.000000,167.361332,2026-03-10 11:00:33,42
