episode,tard,maint,total,timestamp,seed
20,933.021444,2007.681401,2940.702844,2026-03-10 11:02:44,42
40,715.463979,1873.042439,2588.506418,2026-03-10 11:04:58,42
60,571.435444,2071.803051,2643.238495,2026-03-10 11:07:17,42
80,603.548802,1732.350896,2335.899698,2026-03-10 11:09:37,42
100,457.975283,2115.967468,2573.942751,2026-03-10 11:11:55,42
100,206.033726,1928.024548,2134.058274,2026-03-10 11:11:59,42
