time,event,maint_mode,maint_seq_global,maint_seq_machine,mid,state,action,kind,duration,h,dh,eta,slack_pressure,im_count,im_damage,risk_h,risk_trend,im_longterm_penalty,opportunity_cost,p_fail,expected_fail_cost,downtime_cost,delta_t_since_last_maint,lambda_hat,ddt_hat,goal,rule,dispatched,op,job_due,overdue,local_urgency,breakdown_flag,breakdown_kind,breakdown_cost,breakdown_count,hard_breakdown_count,stochastic_breakdown_count,requeued_op_count,interrupted_proc_time,t_e,t_l,window_violation,risk_t,mat_cost,scrap_part_cost
0.17010162510487903,scheduling,DQN,,,,"[6.0,1.0,1.0,1.0,200.0,2.0,79.40615844726562,79.40615844726562,0.0,0.0,0.0,0.0,0.0001278162671951577,0.00013929433771409094]",,,,,,,,,,,,,,,,,,200.0,2.0,3,4,True,"{""mid"":1,""t0"":0.17010162510487903,""t1"":11.053498677682152,""jid"":0,""oid"":0,""status"":""DONE""}",158.98242047021344,False,,False,,0.0,0,0,0,0,0.0,,,,,,0.0
11.053498677682152,maintenance,DQN,1,1,1,"[0.9764722585678101,0.0,100.0,0.0,0.0,79.40615844726562,200.0,2.0,0.0001561211101943627,0.0,119.92508697509766,0.9764722585678101,0.009999999776482582,11.053498268127441,0.0027297656051814556,0.0026947837322950363,0.002807424170896411]",0,DN,0.0,0.9764722401703162,0.0,100.0,0.0,0,0.0,0.00015612110543578682,0.0,0.0,0.0,3.5256470336059077e-05,0.04555135967418833,0.0,11.053498677682152,200.0,2.0,,,,,,,0.0,False,,0.0,0,0,0,0,0.0,11.053498677682152,130.97858394105057,False,0.00015612110543578682,0.0,0.0
11.053498677682152,scheduling,DQN,,,,"[6.0,1.0,1.0,1.0,200.0,2.0,79.40615844726562,79.40615844726562,0.0,0.0,0.0,0.0,0.0001357683795504272,0.00016731684445403516]",,,,,,,,,,,,,,,,,,200.0,2.0,3,4,True,"{""mid"":1,""t0"":11.053498677682152,""t1"":40.226160083520554,""jid"":0,""oid"":1,""status"":""DONE""}",158.98242047021344,False,,False,,0.0,0,0,0,0,0.0,,,,,,0.0
40.226160083520554,maintenance,DQN,2,2,1,"[0.9065835475921631,-0.06988871842622757,11.54096794128418,0.0,0.0,86.68425750732422,200.0,2.0,0.00031399005092680454,0.0,119.84938049316406,0.9065835475921631,0.009999999776482582,40.22616195678711,0.010343588888645172,0.010498855262994766,0.010393772274255753]",0,DN,0.0,0.9065835188112199,-0.0698887213590963,11.540968315429623,0.0,0,0.0,0.00031399006035489826,0.0,0.0,0.0,0.00013451633581158432,0.17379510586856695,0.0,40.226160083520554,200.0,2.0,,,,,,,0.0,False,,0.0,0,0,0,0,0.0,40.226160083520554,160.07553946110636,False,0.00031399006035489826,0.0,0.0
40.226160083520554,scheduling,DQN,,,,"[6.0,1.0,1.0,1.0,200.0,2.0,86.68425750732422,86.68425750732422,0.0,0.0,0.0,0.0,0.00016694919031579047,0.000360761652700603]",,,,,,,,,,,,,,,,,,200.0,2.0,3,4,True,"{""mid"":0,""t0"":40.226160083520554,""t1"":93.45846076631823,""jid"":0,""oid"":2,""status"":""DONE""}",158.98242047021344,False,,False,,0.0,0,0,0,0,0.0,,,,,,0.0
84.63525098203837,scheduling,DQN,,,,"[5.0,2.0,1.0,2.0,84.46514892578125,2.0,63.39838409423828,46.49980926513672,0.0,0.1666666716337204,0.0,0.0,0.0001700426364550367,0.0003135589067824185]",,,,,,,,,,,,,,,,,,84.4651493569335,2.0,1,4,True,"{""mid"":2,""t0"":84.63525098203837,""t1"":117.78964355222595,""jid"":1,""oid"":0,""status"":""DONE""}",253.67846086667407,False,,False,,0.0,0,0,0,0,0.0,,,,,,0.0
86.96413149066838,scheduling,DQN,,,,"[4.0,3.0,1.0,3.0,43.39701461791992,2.0,71.9034194946289,48.395572662353516,0.0,0.3333333432674408,0.0,0.0,0.00017765704251360148,0.0003329128958284855]",,,,,,,,,,,,,,,,,,43.39701493278175,2.0,2,0,True,"{""mid"":1,""t0"":86.96413149066838,""t1"":97.65138408829957,""jid"":2,""oid"":0,""status"":""DONE""}",274.1066324972041,False,,False,,0.0,0,0,0,0,0.0,,,,,,0.0
93.45846076631823,maintenance,DQN,3,1,0,"[0.9691122770309448,0.0,100.0,0.0,0.0,81.38765716552734,43.39701461791992,2.0,0.00016804294136818498,0.0,119.91936492919922,0.9691122770309448,0.009999999776482582,93.45845794677734,0.004158989991992712,0.00399505440145731,0.004116780124604702]",0,DN,0.0,0.96911229698832,0.0,100.0,0.0,0,0.0,0.00016804293815819287,0.0,0.0,0.0,0.00018318512833711645,0.23667518581155444,0.0,93.45846076631823,43.39701493278175,2.0,,,,,,,0.0,False,,0.0,0,0,0,0,0.0,93.45846076631823,213.37782725882127,False,0.00016804293815819287,0.0,0.0
97.65138408829957,maintenance,DQN,4,3,1,"[0.8591354489326477,-0.04744809493422508,15.99928092956543,0.0,0.0,84.77265930175781,43.39701461791992,2.0,0.0005045422585681081,0.0,119.75806427001953,0.8591354489326477,0.009999999776482582,97.65138244628906,0.008381516672670841,0.008393189869821072,0.008369654417037964]",0,DN,0.0,0.8591354232195301,-0.04744809559168983,15.999281188273589,0.0,0,0.0,0.0005045422871277359,0.0,0.0,0.0,0.00014838333866496918,0.19171127355514017,0.0,97.65138408829957,43.39701493278175,2.0,,,,,,,0.0,False,,0.0,0,0,0,0,0.0,97.65138408829957,217.40944800656354,False,0.0005045422871277359,0.0,0.0
97.65138408829957,scheduling,DQN,,,,"[5.0,2.0,1.0,3.0,43.39701461791992,2.0,84.77265930175781,74.1589126586914,0.0,0.1666666716337204,0.0,0.0,0.00019830366363748908,0.00045047185267321765]",,,,,,,,,,,,,,,,,,43.39701493278175,2.0,3,3,True,"{""mid"":4,""t0"":97.65138408829957,""t1"":113.6112724980628,""jid"":2,""oid"":1,""status"":""DONE""}",274.1066324972041,False,,False,,0.0,0,0,0,0,0.0,,,,,,0.0
