timestamp,seed,policy_tag,train_policy_tag,eval_policy_tag,policy_label,maint_mode_tag,maint_mode,compare_type,scheduler_anchor,enforce_region_policy,hx,hy,jobs_target,tard,maint,total,overdue_ratio_ops,overdue_ratio_time,overdue_ops,total_ops,breakdown_count,breakdown_cost,requeued_op_count,interrupted_proc_time,hard_breakdown_count,stochastic_breakdown_count
20260311_103106,42,region_on_hx0p3_hy0p1,region_on_hx0p3_hy0p1,region_on_hx0p3_hy0p1,"Policy: Region constrained (Hx=0.3, Hy=0.1) | Maintenance: DQN",maint_dqn,DQN,full_system,none,1,0.3,0.1,80,786.6962834388889,5279.352387617604,6066.048671056493,0.06093189964157706,0.0826965320778967,17.0,279.0,4,5168.0,4,26.659841581334355,0,4
