primary_mode,compare_mode,compare_type,train_policy_tag,eval_policy_tag,scheduler_anchor,divergence_count,decision_union_count,divergence_rate,primary_tard,compare_tard,primary_maint,compare_maint,primary_total,compare_total,primary_overdue_ratio,compare_overdue_ratio,primary_dispatch_count,compare_dispatch_count,primary_makespan,compare_makespan
DQN,POMCP,full_system,region_on_hx0p3_hy0p1,region_on_hx0p3_hy0p1,none,36,290,0.12413793103448276,786.6962834388889,381.031421036874,5279.352387617604,9259.662129835531,6066.048671056493,9640.693550872405,0.06093189964157706,0.06451612903225806,283,286,3770.458054793587,3846.0066931267693
